ITAG,logFC,logCPM,PValue,SGN_annotation,AGI,symbol,gene_name,X..identity,alignment.length,e.value,bit.score,percent.query.align
Solyc01g060080.2.1,-1.8734387,5.153398871,0.006300044,Serine/threonine-protein phosphatase 4 regulatory subunit 3 (AHRD V1 **-- PP4R3_DANRE); contains Interpro domain(s)  IPR006887  Protein of unknown function DUF625 ,AT3G06670,NA,"binding / hydrogen ion transporting ATP synthase, rotational mechanism / hydrogen ion transporting ATPase, rotational mechanism; similar to hydrogen ion transporting ATP synthase, rotational mechanism / hydrogen ion transporting ATPase, rotational mechanism [Arabidopsis thaliana] (TAIR:AT5G49390.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:BAD53932.1); similar to Protein of unknown function DUF625 [Medicago truncatula] (GB:ABD32317.1); similar to Protein of unknown function DUF625 [Medicago truncatula] (GB:ABE83194.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain Protein of unknown function DUF625; (InterPro:IPR006887); contains InterPro domain ATPase, F1 complex, gamma subunit; (InterPro:IPR000131)",58.04,715,0,716,99.7146933
Solyc01g060180.2.1,-1.640155987,3.985534362,0.025895448,AMP-dependent synthetase and ligase (AHRD V1 ***- A1U2F4_MARAV); contains Interpro domain(s)  IPR000873  AMP-dependent synthetase and ligase ,AT3G16910,AAE7,Encodes a peroxisomal protein with acetyl-CoA synthetase activity that is responsible for the activation of acetate for entry into the glyoxylate cycle.,72.47,563,0,881,98.94366197
Solyc01g060280.2.1,1.489097006,4.007157448,0.035023537,STAM binding protein (AHRD V1 *--* B2W8T5_PYRTR); contains Interpro domain(s)  IPR000555  Mov34/MPN/PAD-1 ,AT4G16144,AMSH3,similar to mov34 family protein [Arabidopsis thaliana] (TAIR:AT1G48790.1); similar to Os01g0499300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043127.1); similar to ALM beta-like [Oryza sativa (japonica cultivar-group)] (GB:BAD72364.1); similar to Os01g0338200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042943.1); contains InterPro domain Mov34/MPN/PAD-1; (InterPro:IPR000555),61.21,513,3.00E-175,612,98.4496124
Solyc01g065550.2.1,-3.06359861,5.179681663,1.76E-05,Protein DEHYDRATION-INDUCED 19 homolog 4 (AHRD V1 ***- DI194_ARATH); contains Interpro domain(s)  IPR008598  Drought induced 19 ,AT3G06760,NA,similar to HRB1 (HYPERSENSITIVE TO RED AND BLUE) [Arabidopsis thaliana] (TAIR:AT5G49230.1); similar to fiber protein Fb2 [Gossypium barbadense] (GB:AAN77145.1); contains InterPro domain Drought induced 19; (InterPro:IPR008598),57.07,191,2.00E-51,198,86.69724771
Solyc01g065980.2.1,-2.034694833,4.7560373,0.00482114,"Ethylene responsive transcription factor 2b (AHRD V1 *-** C0J9I6_9ROSA); contains Interpro domain(s)  IPR001471  Pathogenesis-related transcriptional factor and ERF, DNA-binding ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g066450.2.1,5.538758434,3.415727661,6.10E-07,Epoxide hydrolase (AHRD V1 ***- Q41415_SOLTU); contains Interpro domain(s)  IPR000639  Epoxide hydrolase-like ,AT4G15960,NA,"epoxide hydrolase, putative; similar to epoxide hydrolase, putative [Arabidopsis thaliana] (TAIR:AT4G02340.1); similar to Os05g0273800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055069.1); similar to epoxide hydrolase (GB:AAA81892.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073); contains InterPro domain Epoxide hydrolase; (InterPro:IPR000639); contains InterPro domain Alpha/beta hydrolase; (InterPro:IPR003089)",58.59,326,5.00E-112,400,95.23809524
Solyc01g066520.2.1,-2.538951606,5.146547057,0.000203781,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex (AHRD V1 ***- C3BP76_9BACI); contains Interpro domain(s)  IPR015761  Lipoamide Acyltransferase ,AT3G06850,BCE2,dihydrolipoamide branched chain acyltransferase,62.5,432,2.00E-155,545,84.7826087
Solyc01g066620.2.1,2.033699812,3.990797591,0.004612832,"Fatty acid oxidation complex subunit alpha (AHRD V1 ***- D2ZF34_9ENTR); contains Interpro domain(s)  IPR006176  3-hydroxyacyl-CoA dehydrogenase, NAD binding ",AT3G06860,ATMFP2,Encodes a multifunctional protein. Involved in peroxisomal fatty acid beta oxidation. Loss-of-function mutant lacks hydroxyacyl-CoA dehydrogenase activity and have reduced levels of long-chain enoyl-CoA hydratase activity. The mutant has fewer but larger peroxisomes.,68.02,691,0,943,96.63865546
Solyc01g067890.2.1,-1.534619928,9.236815583,0.016247058,"1-deoxy-D-xylulose 5-phosphate synthase 1 (AHRD V1 ***- C7U110_SOLLC); contains Interpro domain(s)  IPR005474  Transketolase, N-terminal  IPR005475  Transketolase, central region  IPR005477  Deoxyxylulose-5-phosphate synthase ",AT4G15560,CLA,Encodes a protein with 1-deoxyxylulose 5-phosphate synthase activity involved in the MEP pathway. It is essential for chloroplast development in Arabidopsis,84.22,716,0,1247,99.16666667
Solyc01g068140.2.1,-3.937110453,6.027072523,1.48E-07,10-deacetylbaccatin III-10-O-acetyl transferase-like (AHRD V1 **-* Q9FTH0_ORYSJ); contains Interpro domain(s)  IPR003480  Transferase ,AT3G62160,NA,transferase family protein; similar to transferase family protein [Arabidopsis thaliana] (TAIR:AT1G28680.1); similar to Os01g0291500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001042791.1); similar to Os05g0278500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055082.1); similar to acyltransferase [Iris x hollandica] (GB:BAE94328.1); contains InterPro domain Transferase; (InterPro:IPR003480),50.89,448,6.00E-109,391,94.42060086
Solyc01g068210.2.1,-1.43809108,7.012867507,0.026497331,Glutamate dehydrogenase (AHRD V1 ***- A2TQI4_9FLAO); contains Interpro domain(s)  IPR006095  Glutamate/phenylalanine/leucine/valine dehydrogenase ,AT1G51720,NA,"glutamate dehydrogenase, putative; similar to GDH2 (GLUTAMATE DEHYDROGENASE 2), oxidoreductase [Arabidopsis thaliana] (TAIR:AT5G07440.1); similar to putative NADP-specific glutatamate dehydrogenase [Hevea brasiliensis] (GB:ABG21698.1); similar to Os01g0558200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043333.1); contains InterPro domain Glu/Leu/Phe/Val dehydrogenase; (InterPro:IPR006095); contains InterPro domain Glu/Leu/Phe/Val dehydrogenase, dimerisation region; (InterPro:IPR006097); contains InterPro domain Glu/Leu/Phe/Val dehydrogenase, C terminal; (InterPro:IPR006096)",78.49,637,0,1021,99.68503937
Solyc01g068240.2.1,1.491407338,4.177697607,0.025297157,"Ubiquitin carboxyl-terminal hydrolase (AHRD V1 **** D7MBK9_ARALY); contains Interpro domain(s)  IPR001394  Peptidase C19, ubiquitin carboxyl-terminal hydrolase 2 ",AT4G30890,UBP24,Encodes a ubiquitin-specific protease.,50.27,559,4.00E-127,451,99.62546816
Solyc01g068390.2.1,1.521379368,4.850048074,0.026939679,"Zinc finger family protein (AHRD V1 ***- D7LSV3_ARALY); contains Interpro domain(s)  IPR001841  Zinc finger, RING-type ",AT3G62240,NA,"zinc finger (C2H2 type) family protein; similar to nucleic acid binding [Arabidopsis thaliana] (TAIR:AT2G47090.1); similar to Os05g0279400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055084.1); similar to putative zinc-finger protein [Oryza sativa (japonica cultivar-group)] (GB:AAS98500.1); contains InterPro domain Zinc finger, C2H2-type; (InterPro:IPR007087); contains InterPro domain Zinc finger, RING-type; (InterPro:IPR001841)",51.29,891,0,755,98.29545455
Solyc01g073700.2.1,-7.244434496,3.790645889,2.90E-08,"26S protease regulatory subunit 8 homolog (AHRD V1 *--- PRS8_ENCCU); contains Interpro domain(s)  IPR003959  ATPase, AAA-type, core ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g074030.2.1,-3.154405501,7.053549008,5.08E-06,"Beta-glucosidase 01 (AHRD V1 ***- B5M9E4_SOLLC); contains Interpro domain(s)  IPR013781  Glycoside hydrolase, subgroup, catalytic core ",AT2G44480,BGLU17,"glycosyl hydrolase family 1 protein; similar to glycosyl hydrolase family 1 protein [Arabidopsis thaliana] (TAIR:AT2G44450.1); similar to Glycoside hydrolase, family 1 [Medicago truncatula] (GB:ABE86373.1); contains InterPro domain 6-phospho-beta-galactosidase, eukaryotic; (InterPro:IPR011580); contains InterPro domain Glycoside hydrolase, family 1; (InterPro:IPR001360)",51.67,480,3.00E-150,528,92.08494208
Solyc01g079220.2.1,-1.610534213,3.46443636,0.037801875,"NifU like protein (AHRD V1 *-*- B8BR62_THAPS); contains Interpro domain(s)  IPR001075  NIF system FeS cluster assembly, NifU, C-terminal ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g079390.2.1,-1.999560574,4.493068298,0.004691382,Histone-lysine N-methyltransferase MEDEA (AHRD V1 *--- MEDEA_ARATH); contains Interpro domain(s)  IPR001214  SET ,AT4G02020,EZA1,"encodes a polycomb group protein EZA1.  Also known as SWINGER (SWN).  Forms part of a large protein complex that can include VRN2 (VERNALIZATION 2), VIN3 (VERNALIZATION INSENSITIVE 3) and polycomb group proteins FERTILIZATION INDEPENDENT ENDOSPERM (FIE) and CURLY LEAF (CLF).  The complex has a role in establishing FLC (FLOWERING LOCUS C) repression during vernalization. Performs a partially redundant role to MEA  in controlling seed initiation by helping to suppress central cell  nucleusendosperm proliferation within the FG.",57.33,832,0,852,95.90361446
Solyc01g079810.2.1,1.360259492,4.238115242,0.042088099,"RING-H2 finger protein (Fragment) (AHRD V1 *-*- Q7X9M1_WHEAT); contains Interpro domain(s)  IPR018957  Zinc finger, C3HC4 RING-type ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g079860.2.1,-1.433238497,4.483270093,0.030288307,"Carbohydrate kinase YjeF related protein (AHRD V1 **-- A3DLN4_STAMF); contains Interpro domain(s)  IPR000631  Uncharacterised protein family, carbohydrate kinase-related ",AT5G19150,NA,carbohydrate kinase family; similar to PREDICTED: similar to CG10424-PA [Canis familiaris] (GB:XP_849113.1); similar to Os11g0276300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001067687.1); contains InterPro domain Carbohydrate kinase; (InterPro:IPR000631),74.2,314,7.00E-135,476,95.66563467
Solyc01g079880.2.1,-1.404075569,5.715520035,0.044122528,Asparagine synthetase (AHRD V1 *--- Q9ZST6_ARATH),AT5G19140,AILP1,"auxin/aluminum-responsive protein, putative; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G43830.1); similar to aluminum-induced [Brassica napus] (GB:BAA25999.1); contains domain ASPARAGINE SYNTHETASE (PTHR11772); contains domain no description (G3D.3.60.20.10); contains domain N-terminal nucleophile aminohydrolases (Ntn hydrolases) (SSF56235)",79.83,233,6.00E-112,399,97.89029536
Solyc01g080190.2.1,1.530978712,4.339191876,0.022261888,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LYJ7_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT5G19020,MEF18,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT2G22070.1); similar to Tetratricopeptide-like helical [Medicago truncatula] (GB:ABE94373.1); similar to Os01g0390600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043111.1); similar to hypothetical protein MtrDRAFT_AC149805g18v1 [Medicago truncatula] (GB:ABE88407.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Protein prenyltransferase; (InterPro:IPR008940),54.31,650,0,724,92.29671897
Solyc01g080640.2.1,-1.304245187,8.065811976,0.040682161,"Multidrug resistance protein ABC transporter family (AHRD V1 **-- B9GS96_POPTR); contains Interpro domain(s)  IPR001140  ABC transporter, transmembrane region ",AT3G62700,ATMRP10,member of MRP subfamily,60.78,1512,0,1811,97.93195464
Solyc01g080930.2.1,-1.571625575,6.120006816,0.016584701,"Enoyl-CoA-hydratase (AHRD V1 ***- Q9SE41_AVIMR); contains Interpro domain(s)  IPR001753  Crotonase, core ",AT5G65940,CHY1,hydrolyzes beta-hydroxyisobutyryl-CoA,71.7,371,2.00E-162,568,96.35416667
Solyc01g081120.2.1,1.718374652,3.562074214,0.02009852,F16G16.3 protein (Fragment) (AHRD V1 ***- Q9SS56_ARATH),NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g081250.2.1,-3.63308889,3.748611404,3.93E-05,"Glutathione-S-transferase (AHRD V1 ***- A3FMP5_SOLLC); contains Interpro domain(s)  IPR004046  Glutathione S-transferase, C-terminal ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g081330.2.1,2.222534652,2.620518785,0.020353402,Chaperone protein dnaJ (AHRD V1 ***- B6TA99_MAIZE); contains Interpro domain(s)  IPR003095  Heat shock protein DnaJ ,AT1G28210,ATJ1,DnaJ homolog AtJ1 (atj),58.74,349,4.00E-122,434,80
Solyc01g081540.2.1,-1.72397183,5.207999912,0.010930042,"Myosin XI-F (AHRD V1 ***- B0CN60_NICBE); contains Interpro domain(s)  IPR001609  Myosin head, motor region ",AT2G31900,ATMYO5,Encodes an novel myosin isoform.,73.55,1569,0,2338,99.68112245
Solyc01g086870.2.1,-1.657109541,5.068320728,0.018360708,BHLH transcription factor (AHRD V1 *-** B6TXR4_MAIZE); contains Interpro domain(s)  IPR011598  Helix-loop-helix DNA-binding ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g087250.2.1,-3.214521979,5.837973071,5.45E-06,Carotenoid cleavage dioxygenase 1A,AT3G63520,ATCCD1,"Encodes a protein with 9-<i>cis</i>-epoxycarotenoid dioxygenase activity. The enzyme was shown to act on a variety of carotenoid including &#946;-carotene, lutein, zeaxanthin, and all-<i>trans</i>-violaxanthin.  When those compounds are used as substrates, the major reaction product detected is a C14 dialdehyde: 4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial.  The enzyme did not cleave as efficiently carotenoids containing 9-<i>cis</i>-double or allenic bonds.",81.14,525,0,895,95.78754579
Solyc01g087260.2.1,-1.458064338,4.803175839,0.04283604,Carotenoid cleavage dioxygenase 1B,AT3G63520,ATCCD1,"Encodes a protein with 9-<i>cis</i>-epoxycarotenoid dioxygenase activity. The enzyme was shown to act on a variety of carotenoid including &#946;-carotene, lutein, zeaxanthin, and all-<i>trans</i>-violaxanthin.  When those compounds are used as substrates, the major reaction product detected is a C14 dialdehyde: 4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial.  The enzyme did not cleave as efficiently carotenoids containing 9-<i>cis</i>-double or allenic bonds.",75.33,531,0,852,96.88644689
Solyc01g087680.2.1,-1.630542374,4.15116879,0.036710444,Uncharacterized membrane protein (AHRD V1 ***- A5GLU3_SYNPW); contains Interpro domain(s)  IPR016804  Uncharacterised conserved protein UCP022348 ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g087750.2.1,-3.97038291,3.505083975,3.56E-05,Homology to unknown gene (Fragment) (AHRD V1 ***- Q015C3_OSTTA),AT5G12470,NA,similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G40400.2); similar to Trimeric LpxA-like [Medicago truncatula] (GB:ABE84885.1); similar to Os01g0957200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001045446.1); similar to Os05g0388600 [Oryza sativa (japonica cultivar-group)] (GB:NP_001055430.1),70.03,287,2.00E-121,432,75.0656168
Solyc01g089980.2.1,-2.464341523,4.778423096,0.001081609,"Engulfment and cell motility protein (AHRD V1 ***- Q16Y60_AEDAE); contains Interpro domain(s)  IPR006816  Engulfment and cell motility, ELMO ",AT3G60260,NA,"phagocytosis and cell motility protein ELMO1-related; similar to phagocytosis and cell motility protein ELMO1-related [Arabidopsis thaliana] (TAIR:AT2G44770.1); similar to Os04g0545100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053465.1); similar to Os02g0652300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001047599.1); similar to phagocytosis and cell motility protein ELMO1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93689.2); contains InterPro domain Engulfment and cell motility, ELM; (InterPro:IPR006816)",81.58,266,5.00E-128,453,99.25093633
Solyc01g090170.2.1,-2.272147286,6.963538939,0.000629031,"Ras-related protein Rab-1A (AHRD V1 ***- C0HBJ4_SALSA); contains Interpro domain(s)  IPR003579  Ras small GTPase, Rab type ",AT1G02130,ARA-5,Belongs to the Rab1 GTPase subfamily. This small GTP-binding protein is required in ER to Golgi transportation.,83.74,203,2.00E-95,345,99.01960784
Solyc01g090230.2.1,-4.530000997,7.311538164,9.53E-10,GRAM domain containing protein (AHRD V1 *-*- B4FWB9_MAIZE); contains Interpro domain(s)  IPR004182  GRAM ,NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g090460.2.1,-3.904952785,7.797937219,4.89E-08,"Homeobox-leucine zipper protein (AHRD V1 *-*- Q39862_SOYBN); contains Interpro domain(s)  IPR001356  Homeobox  IPR017970  Homeobox, conserved site ",NA,NA,NA,NA,NA,NA,NA,NA
Solyc01g090470.2.1,-1.482039614,7.590424198,0.020964246,Bfr2 (AHRD V1 **-- B6JYE3_SCHJY); contains Interpro domain(s)  IPR012617  TRAUB ,AT5G61330,NA,rRNA processing protein-related; similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G47970.1); similar to hypothetical protein DDBDRAFT_0201701 [Dictyostelium discoideum AX4] (GB:XP_645916.1); similar to Os01g0526200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001043227.1); contains InterPro domain TRAUB; (InterPro:IPR012617),63.64,308,6.00E-113,404,77.94871795
Solyc01g090510.2.1,1.79331483,2.706114338,0.046359692,Pentatricopeptide repeat-containing protein (AHRD V1 ***- D7LJ24_ARALY); contains Interpro domain(s)  IPR002885  Pentatricopeptide repeat ,AT3G25970,NA,pentatricopeptide (PPR) repeat-containing protein; similar to pentatricopeptide (PPR) repeat-containing protein [Arabidopsis thaliana] (TAIR:AT4G13650.1); similar to Os08g0375800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061673.1); similar to PPR986-12 [Physcomitrella patens] (GB:BAD67155.1); contains InterPro domain Pentatricopeptide repeat; (InterPro:IPR002885); contains InterPro domain Tetratricopeptide-like helical; (InterPro:IPR011990),51.47,678,0,730,95.74468085
Solyc01g090590.2.1,-1.899345132,3.172004067,0.027551931,Os11g0109966 protein (Fragment) (AHRD V1 *-*- C7J8E6_ORYSJ),AT2G44970,NA,lipase-related; similar to Os12g0110100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001065962.1); similar to expressed protein [Oryza sativa (japonica cultivar-group)] (GB:ABG21852.1),69.82,434,6.00E-174,607,95.36423841
Solyc01g090800.2.1,-3.407775528,5.125074573,6.55E-06,Cyclin-dependent kinase (AHRD V1 **** A6YTD1_CUCME); contains Interpro domain(s)  IPR012389  Negative regulatory factor PREG ,AT3G60550,CYCP3;2,"CYCP3;2 (cyclin p3;2); cyclin-dependent protein kinase; similar to CYCP3,1 (cyclin p3,1), cyclin-dependent protein kinase [Arabidopsis thaliana] (TAIR:AT2G45080.1); similar to PREG-like protein [Picea mariana] (GB:AAC32127.1); similar to Os04g0552300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053503.1); contains InterPro domain Cyclin, N-terminal; (InterPro:IPR006671); contains InterPro domain Cyclin-like; (InterPro:IPR011028); contains InterPro domain Cyclin-related; (InterPro:IPR013763); contains InterPro domain Negative regulatory factor PREG; (InterPro:IPR012389)",69.82,222,6.00E-90,327,97.73755656
Solyc01g091010.2.1,1.366739475,5.680597907,0.033453301,YABBY-like transcription factor CRABS CLAW-like protein (AHRD V1 **-* Q6SRZ7_ANTMA); contains Interpro domain(s)  IPR006780  YABBY protein ,AT2G45190,AFO,Encodes a member of the YABBY family of transcriptional regulators that is involved in abaxial cell type specification in leaves and fruits.,65.24,210,9.00E-67,249,88.58447489
